	Unnamed: 0	sentiment	sentence
2539	2539	0	bablonoor airtel stop worrying their internet has been down for two days now 
2542	2542	0	airtel mikylooky your g claims are dubious even with g simcard amp phone some parts of kampala amp wakiso dont allow for the most basic internet connectivity 
2544	2544	0	after boycotting airtel data for many monthsi tried it today it seems ucc threat has helped the local man 
2546	2546	0	good evening airtel im having trouble using mobile data on my please help 
2547	2547	0	airtel small small issue cant be sorted in a week as slow as your internet 
2549	2549	0	airtel your muli gabi the way data goes shaaaaa minutes nga a gb is gone shaaa 
2557	2557	0	airtel am so much dissapointed in youwhy did you remove mypakalast data bundles you made an expensive reshuffleswitch but whyyyyy sob 
2558	2558	0	airtel fix your internet this aint g lte this is g edge pout 
2562	2562	0	airtel bt airtel y scrap my favorite data bundle mb for shs thinking 
2567	2567	0	airtel from of gb to kur the guys causing inflation in this country 
2572	2572	0	airtel u guys count in us knowledge i cant buy mbs then i jhus open whatsapp small and u tell me i have used mweteleze we dont have money 
2574	2574	0	canarymugume airtel fix up all thisg was a joke 
2575	2575	0	airtel why does yo mypakalast for data keeps on changing abnormal who the hell buys gb for daily 
2576	2576	0	airtel ive been getting offers of mb daily gb weekly and gb monthly i dont really how dynamic it is honestly from mb which i have used for just roughly wks 
2578	2578	0	airtelugs kiwaani g internet i say we push back with a campaign 
2579	2579	0	airtel yeah i already know this but you changed mypakalast data got under where we had mbs for k and u replace with monthly and weekly stuff confused see 
2580	2580	0	dear airtel whats going on with your data system nowadays for the past days data has been running like its in competition with wind you recharge times a day and im fatigued now please do something if the mtn crocodile is now in airtel kindly tell us 
2582	2582	0	airtel lukexylem i never received the gb when i upgraded 
2586	2586	0	on behalf of mtn we would come you to the data heavenenough of that fake airtel internetwho even uses it in this day and age 
2587	2587	0	airtel u wont see heaven on our data issues 
2597	2597	0	airtel you know what am tired of the way you people miss handle my data as in i just bought a gb and in less than an hour am left with mbs 
2600	2600	0	airtel you have the worst internet in ndejje scrapping your sim cards soon 
2601	2601	0	airtel when in ndejje off entebbe road your internet is fake and when i hotspot with my laptop it becomes worse 
2602	2602	0	airtel havent got my data yet after upgrading my line to g 
2606	2606	0	airtelugthis things of having weird network but consuming my data aint funny at all sob 
2608	2608	0	airtel am tired of loading my data and you chew it like a sidechick eating chips am tired tiredddddd 
2609	2609	0	but airtel you must have mistaken me to be that high profile person maybe a son to mutebire sweat tiredface because the way your chopping my data one may think i committed a crime using it smirk rolleyes omuntu wa waasi alabye raisedhands relieved 
2612	2612	0	airtel actually am tired of u pipo drinking my mbz like sodahow can i deal with u pipo traditionaly 
2615	2615	0	airtel airtel you deducted my shillings via myairtel app and did not load the mbs i made phone calls on you kept promising to load my data you kept sending fake messages that issue resolved please refund my money 
2617	2617	0	airtel where are my mbs that i won 
2619	2619	0	airtel internet is trash 
2621	2621	0	tonnyaujongole airtel i think there is a hoax in their g walayi thinking 
2623	2623	0	airtel cant let you do anything with their internet connection mafia 
2624	2624	0	airtel muteleze internet yamweg is like g thinking 
2625	2625	0	any good internet service providers for heavy home use kindly dm done with airtel internet 
2628	2628	0	i think i have come to that point where i should agree that airtel g is total bs so airtel stop advertising g when actually its slower k modem 
2629	2629	0	looks like airtel internet has gone for the weekend 
2630	2630	0	airtel am view that let g networks be it and not the other way round at some point its superb then again its more of g networks its better you advertise reality thanks 
2631	2631	0	dear airtel this g network continues to be a myth the buffering never ends quality live streams are still a dream only reality is data usage speedshow i run down my g in less than weeks is a mystery i am yet to figure out uccofficial 
2632	2632	0	airtel g internet is a scam what happened to the uccofficial investigations into that 
2633	2633	0	airtel whys your g network very bad these days 
2634	2634	0	the airtel g internet does not work in mutudwe its super slow fails to even connect some times yet when i am in kamwokya the link is really good 
2635	2635	0	airtel i think you guys should something about your g link in mutundwe 
2636	2636	0	airtel done airtel g speeds are a disaster thinking 
2638	2638	0	but airtel are you selling us g internet or not please clarify because its becoming very painful to stay on your network 
2640	2640	0	dear airtel the last couple have been hell here have u downgraded from g to g 
2641	2641	0	airtelugs g internet is actually g weve been duped 
2642	2642	0	airtel your so called g internet sucks frowningface 
2646	2646	0	airtel whats going on with your internet bad weekend 
2647	2647	0	airtel has the worst internet so far and they dont want to accept this i just logged in a complain and it was immediately marked as resolved uccofficial look into this service provider please 
2648	2648	0	airtel whats wrong with your internet it shows g but its riding on a snails back am losing money here 
2653	2653	0	mtn should also be serious you cant be in the market for over years and still provide such hopeless internet your internet speed is always ks all youre doing is update me that ive used if my bundle what am i doing minutes waiting for a page to load 
2655	2655	0	mtn come on guys my internet connection has been on edge network from g for the past hourinternet is my businesscan work with this connectioncome on 
2657	2657	0	fk mtn internet being poor and the worst on a weekend and they will come our to convince ppo fake like their colour 
2660	2660	0	im trying to cope up with airtel horrible speedi was extremely tired of mtn robbery 
2662	2662	0	mtn experiencing this kampala heat as well your internet connectivity is suffering melting under the heat we can not conduct conference calls the connection has been dropping incessantly over the past two weeks what is the challenge when can we expect a resolution 
2664	2664	0	mtn why do you put pressure on me am stressed by the way kindly do me a favour of any data bundle of your choice joy 
2665	2665	0	mtn you thieves i swear i will not buy any data bundle from you not now not even never frauds just leave our country nothing else you do here 
2668	2668	0	dear mtn i will not tolerate your robbery the way my data gets depleted this is unusual am considering resorting to any other network mtnugpro 
2672	2672	0	the way mtn is hogging data this evening scream 
2673	2673	0	mtn lets put some respekk on valentines please this gb gaaga is utterly disrespectful smirk 
2674	2674	0	mtn just loaded data but still doesnt connect 
2676	2676	0	mtn i think this gaga wednesday thing should be disbanded form what you offer this aint interesting any more gb at k mbu valentines day is still open let me buy my paka bundles waiting for africell on friday and enjoy wave bye 
2677	2677	0	mtn i switched my phone to g and received gb but they are in active advise me please 
2680	2680	0	mtn i am not seeing the gb free you said we would get 
2683	2683	0	mtn i didnt get the free gb though confused 
2704	2704	0	mtn hullo cants call on my number yet i have credit why could this be 
2708	2708	0	mtn was spending some good money to make air time scratch cardswith the removal of the scratch card and the introduction and wide promotion of easy load system i expected some good calls and internet data discounts but just like entebbe taxi they just kept it up there 
2730	2730	0	dear mtn kindly sort the issue of missed call alerts when phone batteries go off thank u 
2735	2735	0	mtn is now having to deny things sob 
2748	2748	0	mtn i lost my line and today filled the due process and up till now am yet to access the networki have restarted my phone severally but nothing has changedi have inboxed the number 
2762	2762	0	mtn this is hogwash putlitterinitsplace download an app load mobile money blah for gb just do away with it we shall use airtime 
2778	2778	0	bashk rolleyes eeh i thought it was only my mtn misbehaving kumbe 
2800	2800	0	mtn this is the message that phone brings and you are there bragging that your system is working style up 
2883	2883	0	but really mtn are becoming real thieves i bought only received whatsapp msg and they sent me a msg mbu i have used up my bundle really mtn god is seeing you 
2905	2905	0	warbae mtn we are really not getting value for our money 
2913	2913	0	so mtn is depriving customers using vpn stable network this unnecessary alluring of customers to pay ott is bad for your reputation otherwise you will lose a loyal customer stop this 
2914	2914	0	mtn your network is annoyingly slow its frustrating to have slow internet 
2915	2915	0	mtn we also need to get one in bunga kawuku i can barely surf when i am home just know its painful please you guys need to do something 
2916	2916	0	sandrabwengye mtn its been slow this past week some sort of general complaint 
2917	2917	0	mtn the internet is either off or slow 
2918	2918	0	lubowami mtn let them renovate the internet too super slow stuff 
2922	2922	0	feels like a very long time ago when we once used to rave over mtn s gaga bundles africell swift bundle is now the new babe on the block how times change products that dont evolve will eventually be dumped by clients 
2928	2928	0	mtn wth im not putting the data for you guys 
2929	2929	0	dear mtn im in deep pain tweeting this using airtel internet especially because i loaded an unlimited bundle on my mtn line a few hours ago about i need to know why this is happening why cant i even send a tweet using unlimited internet 
2942	2942	0	hello mtn this other number of mine just stopped making calls for about days now everytime i try to make a call it just ends could you help me out 
2944	2944	0	mtn hey mtn martha it has started again phone can receive but cant call im sliding into your dm i hope thats correct joy 
2955	2955	0	your call cost is yet have not made any call mtn that is robbery 
2962	2962	0	mtn why cant i make any phone calls whats wrong with the network triumph im trying to reach bae angry 
2964	2964	0	mtn drops reception and calls more than atlanta underground rappers drop mixtapes 
2971	2971	0	but i cant even send to an mtn number as of now 
2977	2977	0	mtn what does one have to do for you guys to get your network in check this its absolute garbage like arrrrrrgggggghhhhh 
3024	3024	0	mtn guess you are lowering the tariffs because they are already high 
3027	3027	0	mtn ah ive over called and even textedjust gim me my money sweatsmile 
3030	3030	0	ritahntaori mtn these rates are crazy 
3036	3036	0	mtn your phones are not as good as the hype the ferro was a disaster if no one told you kindly take note we deserve better we have been fleeced enough with low end technology from you mtn 
3037	3037	0	hardly had we gotten used to the situation when mtn decided to spoil the fun expressionless 
3054	3054	0	davidokiring mtn stuckouttonguewinkingeye ur a bully 
3061	3061	0	is this a joke is this comedy akasingye you need to arrest the whole mtn plus the whole bosco take them all 
3062	3062	0	dukemugabi mtn i am changing to airtel already joy am tired 
3065	3065	0	konka u people mtn when are ever fixing yo network in nakwero gayazait sucksboth voice and internet sob 
3067	3067	0	but mtn this kind of terrible internet speed is really annoying grimacing pout grimacing 
3071	3071	0	i just wonder what is happening with your network mtn as it is cumbersome to surf the net on your platform and instead consume the data without gaining any value for money spent and sometime data expires without being used and grateful for an answer 
3077	3077	0	dear mtn if indeed my number is registered under a different identity then please deactivate my internet and mobile money as well why deactivate voice calls and conveniently leave the rest of the services open my number is in your dm thank you pout 
3090	3090	0	this conductors noise is messing up with mtn network even eh 
3092	3092	0	mtn network here in nebbi west nile has been so poor for the past week you can barely do nothing even wats app chats are a struggle kind regards 
3096	3096	0	am i surprised that this is happening with mtn when we sometimes have network blackouts with no apology 
3097	3097	0	dear mtn the network around mulawa is really bad especially when making calls or data to the extent i have to stand outside my house everytime need assistance with this 
3134	3134	0	mtn this poor network between the hours of pm is unbelievable please do something 
3139	3139	0	atuhighray and some are detoothing multi national company such as mtn 
3148	3148	0	mtn esterhazy kindly switch of my sim and totally done with your nonsense 
3155	3155	0	mtn your thing is not working try it out yourself i think you got block me your referring me to go to the nearest mtn shop argggg 
3156	3156	0	after mtn let me down with their hopeless app smilecomsugs has been truly a savior u r a diasporian you need the best approach to regularly reach your village folks amp affordable options like whatsapp calls arent an option look no further 
3161	3161	0	mtn this shit is now pissing me offwhat happens to the numbers of those out of the countrybut alsohow come i am trying to verify my number is they are telling me to go to an mtn centerhonestly with the current stress levelsyou are one telecoms company that is a pain 
3168	3168	0	iampamellah mtn it messed up these days stuckouttonguewinkingeye 
3176	3176	0	so bundle activation problem takes exactly how long to fix mtn i am running out of wuusas today disappointedrelieved 
3179	3179	0	thank you mtn for being another crappy so called g network just making adverts but not actually working on the product oba which network can someone use for internet thats reliable and please dont say airtel cause they are the worst 
3181	3181	0	mtn whats up with bundle activation failing to activate 
3182	3182	0	hello mtn what is wrong with gaaga wednesday it can not be loaded 
3184	3184	0	mtn is a joke gaga wednesday is even worse mymtn app is only wasting space on phones cant wait for freaky friday from airtel 
3185	3185	0	mtn error loading internet bundle this morning 
3187	3187	0	gundi mwe mtn whats wrong with this gaga thing today 
3188	3188	0	but seriously mtn why have i failed to buy mbz since yesterday is your crocodile satisfied 
3196	3196	0	mtn how come i cant activate gaga wednesday is it because the day has a big offer thinking 
3198	3198	0	but mtn stop playing us for fools your internet data doesnt work and if it works its very slowand then you check its done 
3199	3199	0	mtn but i cant get the bundle what is the hold up with the system 
3200	3200	0	mtn everybody is complaining about your internet you are thieves you people 
3201	3201	0	the way mtn chews data boundle one of these days is so annoying and mbu in a minute pout i feel like africell 
3202	3202	0	the moment i switch off my data you hear mtn you used up your data boundle so irritating style up your rates cheat pout 
3203	3203	0	just asking for a friend is g only in the adverts because in kla seems its g mtn style up we load data to surf not to see pages loading 
3206	3206	0	mtn your internet this morning is way too slow neutralface 
3210	3210	0	mtn i pay way too much for this internet to be crappy 
3213	3213	0	whats going on with mtn internet no amount of data lasts minutes even when mobile data is switched off 
3214	3214	0	mtn i havent been able to load ott since wednesday what could be the problem am fed of using vpn 
3217	3217	0	when mtn lie that its g 
3220	3220	0	mtn the data connectivity at kakira is for from desirable we are not able to communicate through whatsapp calls and internet connection is also slowpleade do the needful ganesan kakira sugar limited 
3222	3222	0	yo mtn did i miss the memour internet is crap this morning 
3224	3224	0	so mtn is in my dmz asking for my phone numberwhatnotam in the heart of kampalamy phone has high specs and yes i have data why dont u just fix the damn internetwe pay handsomely for this servicesno 
3225	3225	0	mtn what kind of theft is this i loaded gb data at pm then at pm you send me a message that the data is depleted i have been using my phone with airtel data and it lasts when i called i was promised a response after hrs but alas nothing has come yet 
3226	3226	0	mtn karim i always tether with this iphone and even watch some videos using my airtel data which i use for my computer as well and it goes for more than a month with mtn i dont even stream anything btw on thursday i loaded as i was traveling but before i could reach it was done 
3227	3227	0	mwizasophy mtn the g thing here in ug is a scum 
3240	3240	0	rofl but mtn so u decide to disconnect me but i can still load as much airtime amp data as i wanti just cant use it so you inconvenience mebut u make sure you keep making your money u guys win 
3245	3245	0	ktabazi mtn internet been bad all day 
3256	3256	0	mtn whats happening to the connectivity today since morning its difficult to access internet or make a phone call 
3257	3257	0	mmatama mtn the easier question to answer is what isnt wrong with their internet 
3263	3263	0	mtn i activited basic i called and they already told me it goes down to kbs after using gb mine goes below kbs after that gb sending a whatsapp message takes hoursi have to buy new data after using the first gb yet you call ur package unlimited 
3264	3264	0	mtn for the past two days you data is running out like crazy where you hacked 
3272	3272	0	mtn are you guys having problems with internet settings 
3273	3273	0	mtn i keep getting this error message while trying to load your mtn bundle please assist ive already dmd you and provides my phone number awaiting response 
3277	3277	0	mtn please help i want to activate a gaga bundle for but its failing 
3281	3281	0	so why is mtn charging my company monthly for gb explain before i order for your services to be terminated 
3282	3282	0	i inquire from mtn on whether this wont affect our ability to enjoy their gaga internet bundles this week as was the case last week when the system was suddenly unavailable mtn chooses to dm me and they say it shouldnt be a problem guess what same shit this wednesday smirk 
3285	3285	0	mtn please why is gaga wednesday not working 
3296	3296	0	mtn sending porn on social media wasnt enough now i cant even buy data using airtime that i worked hard for myselfwhat do you guys still want in our country 
3301	3301	0	mtn stop your nonsense you have slow internet but chopping data without browsing what we want then you claimed last night that you will be collecting ott and data for mps why do u con us mtn this is not funny plz dont ask for my number or the type of phone have never 
3303	3303	0	mtn kindly refund my mb that you have chewed like samosas in seconds 
3304	3304	0	mtn you got ta b kidding me data that ordinarily lasts a day you deliberately chopped in secs 
3306	3306	0	mtn the idle running processes in the background cant take up more than mbs my data usage is monitored meticulously but am shooketh 
3307	3307	0	mtn this i know and they all monitored and total data used doesnt amount to that you guys charge i guess as soon as download speeds go upto kbps data just vanishes 
3310	3310	0	people mtn kindly rectify the errors in your systems if at all youre not torturing users u buy data and in no minute its finished network is a problem even in kampala eeeeeee 
3311	3311	0	mtn what does that mean i pay for data and you guy choose to sell me nothing like i do this twice but same thing happens wtf mtn 
3313	3313	0	so this mtn data flies like a bombardier thinking i woke up to this and been looking for kind words but cant find any gb worth for a week worked for an hour seriously 
3314	3314	0	mtn well the issues that i receive such a message after purchasing my data and i dont get to receive it then i try again for a couple of times but money is chopped and no data is received what could be wrong 
3315	3315	0	mtn why is your internet very slow of late pout uccofficial 
3323	3323	0	what the nankani is wrong with your internet mtn i cant be in the centre of masindi full bars but on edge connectivity 
3328	3328	0	mtn why is that when i use my phone as a hotspot and stream tidal app on my tab or laptop my data is consumed while i purchased a streaming bundle with data inclusive 
3329	3329	0	mtn i dont whether youre being deliberate in confusing me i usually do transaction every beginning of month i buy a monthly voice bundle of k and gb this time around i added another bundle of gb which comes with min now after that tx the earlier one of k vanished 
3331	3331	0	mtn what does this mean when i have barely used my monthly data of gb mbu now with mbs 
3332	3332	0	mtn smthg isnt right today data meant for a week jst gone in hrs even wen e phone is idle normally mb takes me days with tethering as well today guess its my turn to complain plz do e needful guys lest e day ends pout 
3333	3333	0	mtn same thing happening now reloaded another mbs at but as i speak now left with mbs imp wats happening 
3334	3334	0	mtn your data these days runs and ends faster than usain bolt 
3335	3335	0	on a serious note mtn stop this nonsense of depleting data aimlessly uccofficial please look in to this for consumer protection thank you 
3336	3336	0	something has been wrong with mtnugs internet for the past few weeks 
3337	3337	0	is it only me or mtn data runs so fast sob 
3341	3341	0	halo mtn i have been using the some good months but currently am preparing a divorce since last month whenever i buy pulse bundles in the next hrs i have zero even if i havent watcheddownloaded any videos whats not happening 
3342	3342	0	mtn tidal hey mtn i subscribed for days but i still cant stream any help 
3365	3365	0	mtn mtn terrible internet network kindly improve 
3368	3368	0	mtn is mobile internet off 
3385	3385	0	is it just me or are both africell and mtn ug proclaimed glte data connection very shitty lately mtn africell 
3472	3472	0	mtn out of the blue my sim wont do anything i cant use my data cant even check my airtime 
3483	3483	0	mtn all my mtn lines are off i cant access my internet data i cant make calls i cant even call your customer help line what is this smirk and no official information about this 
3487	3487	0	mtn around pm i restarted my phone twice thinking the problem was my phone no interest couldnt call couldnt check my airtime balance any official communication about what happened poutingcat just curious poutingcat 
3494	3494	0	korithehost mtn daily light thieves 
3500	3500	0	why are you mtn punishing us i cant subscribe to anything 
3509	3509	0	mtn btw fuck off for real the messages youre sending me arent helping me refund my money or complete my transactions 
3525	3525	0	i dont know why ccas do this why dont you first get info before responding instead of telling lies to customers i subscribed twice for mypakapaka first it wasnt given and i switched phones second time i got it but edwin says its currently unavailable mtn my money 
3537	3537	0	hello mtn i loaded data for ugx mbs and money was chopped from my mobile money but no data delivered now i loaded again what do i do with money chopped and no data 
3539	3539	0	mtn internet bundles are a scam pout 
3540	3540	0	mtn what is wrong with your internet the quality keeps worsening it keeps hiccuping n this is irritating whenever am around kireka no matter where i sit in kireka internet is poor 
3552	3552	0	mtn i buy gb per month and your telling me that in one week i have used of my data smirk so i expect tomorrow to get a msg that i have used up my monthly data 
3553	3553	0	mtn yes i see that but im worried i might wake up without data 
3554	3554	0	mtn mtnugcare pls help me clarify on the pulse bundles system coz it has clearly failed to loadthx 
3561	3561	0	njoyie mtn mtn is thief today is thursday but where is my pakapaka two times money shit gb two times is gb fuck 
3564	3564	0	mtn what is wrong with internet 
3569	3569	0	mtn what the hell is wrong with you how do i buy mbs and they just disappear like ghosts pissed off just wefuge 
3574	3574	0	mtn i am failing to load data and the number is saying its incorrect 
3580	3580	0	mtn hello your internet speed in arua is sooo slow these days it used to be better once upon a time thinking can it get better oba i climb the mango tree neutralface 
3583	3583	0	mtn when are you putting g in my area pout this network is toooooo slow g is stupid when you have tasted g sob 
3584	3584	0	mtn called me this afternoon asking for feedback on their internet i told them its shitty around home so theyve decided to make it shittier rolleyes are you guys angry at me or something 
3588	3588	0	is it mine or mtn internet is sucking this evening expressionless i dont get it tooooo slow 
3589	3589	0	mtn am still here waiting to hear from you since that time you had issues with mypakapaka internet bundles neither was i notified nor did i get a refund as customer care said 
3590	3590	0	mtn mtnugcare could be it be am witchhunted the way my data is depleted is alarming i bought gb at pm but by pm it was done yet i didnt download or update anything just a few whatsapp text amp checking on twarr nga a text pops up i have used up my datandimunyivu pout 
3591	3591	0	mtn theres no way you can tell me that i used gb within two hours without downloading videos and you tell me its normal usage 
3592	3592	0	mtn why is the network so slow 
3594	3594	0	mtn someone needs to tell me where my mbs went in minutes when my data was switched off are you people crazy flushed you do this to me thrice a week pout you stink triumph 
3599	3599	0	mtn how about with existing bundles ive been having trouble connecting to the internet since pm on and off hope this reply even goes through phone number is 
3601	3601	0	mtn do you come like thieves in the night to steal our mbz i had over mbz before i slept and woke up to zero heavyexclamationmark thinking 
3603	3603	0	mtn how do you count your our data usage how can you tell me i have used of gb in days i dont youtube dont down load those big videos shared 
3604	3604	0	mtn your internet connection is must so sick these days and you just left with notifying us how we have used of our data after minutes i can now relate to airtel advert of yellow bananas 
3606	3606	0	mtn u need to work on your internet network its getting worse everydayimagine switching off the network for many hrs upgrades on data but its still worse than beforeit is too slow i wonder why it shows g yet loads nothingdo we have to plead for the services we pay for 
3613	3613	0	mtn your internet is not working but somehow my data is getting depleted may i please talk to whomever is in charge of feeding the gonya i know its almost lunch time but come on 
3619	3619	0	hello mtn is the internet weekly bonus selective i subscribed to the weekly bundle hoping to get the bonus only to be greeted this morning that ive consumed of the bundle i need some explanation since i made years last month as your loyal customer 
3620	3620	0	this mtn bonus data move though fire 
3622	3622	0	mtn but please work on the quality of our internet it is very slowpoor dont let us into temptation 
3625	3625	0	malowbar mtn cry i put my mbs at right now i have mbs i am done cry i wasnt on youtube not even insta just twitter and whatsapp 
3628	3628	0	mtn i am seriously complaining about you mtn how comes that my number doesnt get mbs when i buy my pakapaka bundles should i abandon 
3631	3631	0	mtn but why is that your internet bangs a lot of data 
3640	3640	0	mtn tells us to fall in love with the internet but with the way you can even watch a small twitter video love is patient must be in the tampcs 
3652	3652	0	good mng team mtn the internet speed since yesterday is terrible 
3655	3655	0	you can have gbs of data in this city but try to watch a small video on twitter and it will take you close to minutes to finish because mtn internet isnt it 
3658	3658	0	if not the best we have a good internet access in uganda as compared to other countries within the subregion however telecos can still do something about the cost to encourage more people to streaming their favorite songs and videos mtn mdundomusicug 
3659	3659	0	wimmtnug mtn good initiative they will be more transactions in rural area now work on urban areas for data bundle which you have recently shutdown completely 
3661	3661	0	as mtn should also be investigated a few weeks ago this guys cheated us on my pakapaka bundles those who subscribed didnt get the mbs but the money was taken 
3664	3664	0	mtn why is it that ure giving me less mins for bigger amount on mtn voice bandle 
3731	3731	0	mtn whats happening i cant make calls triumph 
3768	3768	0	mtn what the hell havd you done with my sim card i cant make calls but i can receive and do other requests even the internet is too slow 
3769	3769	0	mtn the number is the calling just ends the moment u place the call button 
3777	3777	0	mtn with a sim card id jst swapped recently your network signal gets me off the grid completelyno service showing up instead of my network bars havent had any assistance whenever i call in to your customer care service lines thnx 
3791	3791	0	mtn whats with your network did u copy airtel 
3808	3808	0	for close to two weeks now after midnight mtn network switches off g and g to gsm in areas of 
3815	3815	0	mtn am promising myself to throw away the mtn simcard because of your stupid network u buy data and it gets done minus doing anything its moving but cant even open a massage on wtsp 
3817	3817	0	mtn i cant update nothing the network is flakey 
3823	3823	0	mtn network in mityana is trash 
3829	3829	0	umemeltd and mtn kindly sort out your issues bse it was a tag of war paying for my yaka last night due to your network failure and worst of all i wasnt able to get a token even after hustling to paytried times bambi mutuyambe mwebaale chaali empaako yange akiiki 
3834	3834	0	jimmykuteesa mtn there is a network interruption that has caused a delay in token generation when it stabilizes you will receive a message having your token sg 
3852	3852	0	mtn why is it that when you give me your free mbsthe network slows down cant you give without conditions or you may leave your freebies 
3853	3853	0	whats wrong with network want to pay yaka mtn 
3854	3854	0	enough with these promos the network is barely usable mtn 
3861	3861	0	mtn mtn please why my network is down i cant do anything right now on internet please help me 
3863	3863	0	mtn my number is blocked please help currently iam using mtn ssd 
3871	3871	0	guys do you know tht among other factors that can make some one shift from his or her residence poor network is among just shifted here a month ago but network kiganye mtn airtel 
3886	3886	0	hey mtn are you on some detective work because your network between pm and pm these days is alarming wont be shocked if you send me your automated repliesso who is going to reply me ronald or the chic 
3889	3889	0	mtn fuck you lot mtn hours nothing done changed terrible network 
3926	3926	0	mtn and airtel airtime in mbarara has an additional cost of shs pensive am disturbed 
3939	3939	0	mtn what happened to the mtn daily pakapaka mbs bundles in fact whats generally happening to everything on mtn mtn 
3946	3946	0	princememories mtn i swear these mtn chaps r very confused 
3970	3970	0	mtn greatburgersug you people are masters of thuggery airtime is loaded and then when i dial my balance is less than get real 
3973	3973	0	reward of mins and mbs lasting till midnight but text was sent at pm joy mtn local man isnt pleased unamused this is reward instability sob 
3976	3976	0	will they come to mtn thereafter and audit their data the amount we buy vs what their goonya eats also their calculation of a minute on talk time uccofficial we thank you 
3979	3979	0	mtn are thugs you load your gb of data and when its almost done left with mbs it starts acting up like really 
3987	3987	0	so i have noticed that the swift data under pulse doesnt work like here the swift mb remaining wont work once the normal data is done its done mtn 
3989	3989	0	but mtn u are unfair u give us a bonus and then slow your internet pout 
3991	3991	0	and the award for most annoying internet service provider goes to mtn i cant even read my books while i watch youtube videos in peace cry 
3992	3992	0	mtn thank you for giving me the worst experience with your mobile internet you can come pick your sim card tomorrow am dont with you aisheeee 
3997	3997	0	mtn another one of your data robbing stints 
4000	4000	0	mtn have data and ott on my phone but my internet is not working why 
4017	16	0	africellug i appreciate the prices and the offers but please try work on our network in kyengera 
4020	19	0	africellug network is shiiiiiiiittttt triumph sleepy 
4028	27	0	jochebet africellug africell also has issues of late 
4034	33	0	africellug i bought a g simcard but have never seen anything like g on my phone is it just in adverts 
4040	39	0	africellug when does this stop working i loaded it on friday then saturday i couldnt what is the reality 
4041	40	0	africellug my internet is always at e have never connected to g what can i do 
4043	42	0	africellug i honestly dont know what is wrong with your internet today im on g but i have been downloading a file of mb for the last minutes 
4046	45	0	all this began when africellug decided to sell g speed separatelysome of our businesses rely heavily on online connectivity and thisdoesnt fly dont give me that kindly dm us your number bs coz it is veery much on your end like mlnangalama i 
4049	48	0	africellug the internet network this morning is disturbing 
4050	49	0	africellug your triple data is a lie 
4052	51	0	africellug triple data is the worst 
4057	56	0	africellug i have so far spent months trust me i cant call i cant be called not even surfing the net thus must be technical work on it 
4061	60	0	africellug the swift bundle is no longer working 
4063	62	0	irenentale africellug internet in uganda uganda is to expensive it can take you back to the village 
4066	65	0	africellug internet today is like airtelug g unrecognisable 
4067	66	0	africellug is there something being done about the particularly slow internet speed can not utilise my data properly rn 
4073	72	0	is anyone else experiencing trouble with their africellug internet speeds today 
4075	74	0	roketelkomug and africellug thanks for the terrible internet you have provided me in the last days 
4077	76	0	africellug my location is masaka town my device type is samsung galaxy s plus my contact no is sometimes i get amazing fast speed in some days but on wednesday and weekend days starting from fridays then speed drops this disappoint me yet am a fan of fast internet speeds 
4079	78	0	africellug im i the only one that went to sleep and woke up with my bundle expired could it be coz the cranes lost the match 
4131	130	0	airtelug internet and network are trash 
4135	134	0	airtelug what have you delivered when we cant pay bills using you mobile money system l just feel so frustrated with networklies lies 
4136	135	0	airtelug rectify the network challenges please u are nagging we have failed to execute orders due to the poor signal 
4148	147	0	airtelug i wonder why my g is always like this both in day and night location bugolobi 
4149	148	0	dear airtelug us ur network is to poor are we at g or g bcs we almost leaving u 
4151	150	0	people who have upgraded to airtelug g tell me before i do a mistake the network already sucks and i at times think its because i havent upgraded 
4164	163	0	airtelug we really and really deserve better i cant be able to do anything on your g which speeds are these 
4173	172	0	airtelug good morning honestly for us weve had a bad morning after your services not working normally i woke up to check on my friends and your internet wasnt workingwhat had happened 
4175	174	0	airtelug bouyurban me i want to know why are your mbs not genuine your gb is not as hefty as other networks gb 
4176	175	0	airtelug am really fade up of buying a day data plan almost everyday mwebereremu 
4181	180	0	dear airtelug stop that foolery how come ur g hardly loads twitter pics just here in kawempe 
4182	181	0	airtelug please airtel company am really disappointed with u due to poor internet connection in nansana masitowa 
4183	182	0	airtelug is my pakalast data bundles still on i am having troubles using it when i dial or i get the response failed to process request can not categorise your number whats happening 
4184	183	0	digitaldidan the whole g internet is a hoax by airtelug kampala has the worst internet i can imagine other regions now 
4185	184	0	airtelug internet has been shitty since they announced their g countrywide coverage 
4186	185	0	airtelug internet is not my friend i swear 
4187	186	0	airtelug whats up with your internet on and off since yesterday its just blinking 
4188	187	0	airtelug but you airtel people how can i have gb but cant browse dont try to tell me mbu simanya i check my data connection turn on n off airplane mode restart my phone turn off n on my data connectionive tried all that but nothing i need my data working i paid for it 
4192	191	0	today i realized airtelug internet wasnt my friend 
4193	192	0	airtelug help us the internet has become so slow whats going on 
4194	193	0	airtelug whats this am not eligible for data pakalast bundle yet i have been using them smirk 
4195	194	0	airtelug whats wrong with your internet today its super fast is it a easter offer 
4196	195	0	airtelug have got the worst services ever most especially with their internet thieves just 
4197	196	0	i think airtelug should stop calling their internet g 
4198	197	0	airtelug whats happening to your g internet its like you spent all the money on the advert instead of boosting the internet its like your still on g 
4199	198	0	hey airtelug is your g working in karamoja nakapiripiriti working am having terrible time connecting to your internet here any help 
