id	sentence	label
1106438882172825600	so was airtel g made for only the people in lorengdwat karamoja like coverage around kampala is real bad i feel this g thing is overrated 	None
1106447866489393152	airtel on my options there is gb for yet i want gb 	None
1106452111913598976	airtel which g experience really fuck busega is running on g airtel wake up 	None
1106452400129228800	airtel the way airtel consumes data as if they give it you for free 	None
1106467098929348609	airtel what happened to ur networks am trying to subscribe for ur promotions but it is saying connection prob 	None
1106469175315312641	airtel i have never seen an upgrade causing more connectivity or total loss of service than the airtel g sim upgrade 	None
1106471038546857984	airtel you promised to stop this messages from coming to my phone but they are still coming what should i do 	None
1106471878233915392	airtel how will the network team resolve it when it is a transient problem and they only respond when it has passed 	None
1106480279240228864	by the way airtel you are trash yes you are 	Negative
1106488910681698305	excuse me airtel i have spent k on data this morning and my data is getting used up mysteriously why i just loaded a gb two hours ago and it got done and dont tell me my phone has an issue coz this is the first time pout angry 	None
1106501443635290112	airtel i upgraded my sim card to g last month immediately began to experience the troubles listed above btw i have been a client celtelzainairtel for years without these problems 	Negative
1106526939542622208	solomonkibz joy airtel sibayinako buzibu just upgrade your networks in nabweru kinda slow 	Negative
1106546495564718080	hey airtel network in ishaka bushenyi is not stable had to access wifi to notify you the data connection is fluctuating on and off every minute hrs now 	None
1106573430952992770	as unreliable as airtel internet confused 	None
1106585264384868352	still wondering if this airtel g everywhere works in mabira we tired of lies 	None
1106641854198472704	am here trying to upload a mb whatsapp status video for the past hours all in vain is g only in karamoja because kampala seems to be on either edge or gprs airtel uccofficial 	None
1106652717458644993	prideheir airtel its a scam 	Negative
1106670560900235269	airtel internet has been terribly bad for days now whats up 	None
1106689150093275137	airtel angry pout you guys network sucks am in kamapla kitintale zone and trust me its a hustle its disgusting to be strained by such a network which claims to be country wide when they cant even facilitate a suburb in kampala style up guys 	None
1106771374998212608	xtinatiny airtel you were lucky its been three weeks since i was told someone will be in touch for a recurrent network issue had to change providers 	None
1106868068834332673	airtel airtel is the best 	Positive
1106877952606662656	nbstv airtel i am hardly want to tell you my airtel prepaid is not able to recharge from last day complaint from itself for past days this is not rectified fault from your side how office going pl check matter small i am fed up 	None
1106962254510071809	tf is wrong with airtel internet 	None
1106969788734164993	airtel you list nightly gb bundle in yo offers i select and purchase it at pm here in uganda i try connecting my modem amp accessing internet all in vain and your alert sms comes saying your nightly bundle is valid from am tell me yo 	None
1106971548878073857	dear airtel i dont understand why sometimes i call other airtel numbers while am subscribed to my pakalast and once i get the response of the subscriber your calling doesnt answer please try again later ma minutes are still deducted 	None
1107188113116463105	airtel am greatly disappointed with the way airtel staff behaves last year i went to bugolobi airtel shop to upgrade my two airtel lines and they send me to lugogo branch when i went there with my national id they told me to bring lc letter and police letter i gave up 	None
1107198703729815552	airtel our new network so fast 	None
1107204056638988288	airtel it is not okay the balance check for does not return a time component therefore how are users meant to know the actual time when bundles expire i have just had over gb monthly expire at am yet i have a scheduled renewal at pm today somasekharmd 	None
1107208747015917568	kagutamuseveni airtel their data is little 	None
1107216959270211584	kagutamuseveni airtel did they also tell you how their data bundles run like bullets 	None
1107247536056745984	kagutamuseveni airtel mtn is by far the best 	None
1107251049922990080	kagutamuseveni airtel your heinternet is very expensiveintervene sir 	None
1107259578855669760	airtel i almost cried today topping a data bundle of mbs and in the first two minutes they were done i wasnt streaming or even downloading how much is an mtn line mtn 	None
1107325048719847424	airtel buying data for k mbs but beerako mb cost k lwaki mutuba 	None
1107351015634935809	airtel your freak friday packages are shitty data cant stream shit 	None
1107357427299729408	airtel cant dare your network sucks even if one is under an airtel mast 	None
1107385474056966144	how i finish airtelugs freaky friday data in over a day and a half is beyond me 	None
1107390594165428225	kagutamuseveni airtel he did u tel them that in busia network is very poor pliz 	None
1107391080193052678	kagutamuseveni airtel g network means wat in busiawhen our data is always at volume 	None
1107401266219626498	kagutamuseveni airtel ohhh tell them that there is no network in some parts of ntungamo at all more information ask mi 	None
1107526388901384193	birthday thread nb am happy joy thank you airtel and mtn for the birthday wishes naye mumpereze ebintu ebikalu ive been loyal and supportive as you claim for the last years silya message sagala kuntabula 	None
1107526392416215042	now airtel how do you tell someone who always uses airtime of over k monthly data not included mbu beerako wa mstchewwww sagala kumanyira i have a resolution plizz 	None
1107571092976291841	airtel contacting on behalf of your clienta transaction mobile bank transaction was made client says she hasnt received a notification of the successful transfer from the bank 	None
1107575419845464064	kagutamuseveni airtel their data charges are hidden and expensive gb in less than a day 	Negative
1107597479892135937	i dont understand the way airtel s data is running i bought mbs today morning at around am but before pm data was finished not only me and my work mate is complaining about the same 	Negative
1107636769502171137	is this the g that airtel is bragging to have from karamoja to kisoronickopiyo is there any legal battle i can begin with airtel for deceiving us here in gulu not even g airtel 	Negative
1107641950751113218	so i bought this airtel gb n u guys gave me just gb widout d mbs bonus yet i used mobile money to buy angry wats so wrong wid u 	None
1107674466258178048	airtel did you scrap the bonus on the gb data plan 	Negative
1107696865343168513	kale airtel internet is trash reminds me of an unlovable person and a willingtoloveregardless person cry 	Negative
1107860663316168704	kagutamuseveni airtel the airtel experience is great 	None
1107874751639371776	dfcugroup and airtel thank you very much 	None
1107902086820315136	airtel you consume alot of data in a very short period my friends data is exepnsive 	Negative
1107910189867585536	airtel work on our shitty kulambiro network and please dont tell me to dm cause am tired of it 	None
1107918724097560578	airtel dariusdagger me am facing internet connection failures 	Negative
1107918837641560066	airtel jst make ur data bundles mo affordable can evn believe i hvnt received my bonus after subscribing for the mbs via mm 	Negative
1107935748764901376	airtel reduce the rate at which u are chopping my data 	Negative
1107949455679148032	airtel improving user experience should be a daily routine not today only improve your g internet speeds in densely populated areas within kampala 	Negative
1107950269080444928	airtel better and more affordable internet bundles should be introduced it is very ironic that i dont use data so much and are limited to few sites but my data runs out very fast 	Negative
1107968239336853505	airtel i bought gb data for one month on yesterday but when i tried using this morning i realized i didnt have data i called customer care and am told the data was not credited i was told it will be worked on but still am checking there is no data 	Negative
1107979949376446465	anyone else experiencing trouble making whatsapp calls on airtel i keep getting a response that my cellular network does not support whatsapp calls what is that about 	Negative
1107986812218294277	airtel good afternoon please consider developing an airtel money application for ios users as well thanks blush 	None
1108028805426356226	airtel so i wanted to know are these loans supposed to help us or just exploit us bse even the interest rate is high even if i wanted to pay up in less periods 	None
1108046342054731778	airtel internet is fake 	Negative
1108065779952611333	airtel hope youre having a good evening because im not your connection is shitty i really dont have to call everytime i want to connect to the internet also first balance me the amassape bonus was canceled or its still on 	Negative
1108228147303071744	airtel please airtel try respect ur customers stop sending me endless messages such as airtel has gifted you wth five free minutes free gb data promo smss etc i dont need updates or free data or credit thanks 	None
1108284428659449856	airtel your data ott bundles dont work well on my number there are lots of network disruptions ive dm my number 	Negative
1108301038841462784	airtel thank you for sending someone to my place to work on my network issues i know his still figuring out a solution but to see that he came am grateful i feel listened to and appreciated i look forward to having a solution soon thank you airtel 	None
1108335543488835584	now airtel if your internet is fake in kampala how abt when u go farpliz change or else africell is far better than ue 	Negative
1108386033979326464	airtel i dont know what you are talking about ive been a few miles away from masaka and all networks were off this is uganda 	None
1108447182850572288	airtel in soroti my phone heats wen trying to get network no good network there yet 	None
1108453016452169738	im tryna watch a video on twitter but i just came to the conclusion that airtel g is a hoax just a minute video and it buffers with stops of over seconds we pay money for this yikes 	Negative
1108458924259332096	airtel am heartbroken sob 	None
1108471104597839872	airtel the promotional messages you send me are too much you even send consistent promotions for bundles i already subscribe to i am already a dedicated and committed airtel user i know how to access these offers i dont need you to keep sending the same messages over and over 	None
1113266585031069696	iam going to divorce airtel and take a trip to the ocean just to throw the line kubanga u buy mbs pay ott and still u dont get internet kale mutama 	Negative
1113316816636579841	airtel your internet is shit its annoying and frustrating how you expect people to have no internet for more than hours you need to style tf up 	Negative
1113323041927434240	airtel my internet isnt workingwhat could be the problem yet when i switch to my mtn simcard its working 	Negative
1113324909516734464	airtel internet is just like manu bunch of jokes 	Negative
1113325028316045314	anyone else experiencing terrible airtel internet or is it just me 	Negative
1113333395524935680	airtel your internet is off kiki naye 	Negative
1113334685667606533	airtel why is your internet and customer care inaccessible uccofficial 	Negative
1113335560129662976	airtel what is wrong with your mobile data this morning 	Negative
1113340691239788544	airtel i notice that in the past months your mobile internet speed has been unbearably slow what went wrong worried 	Negative
1113365495707779072	airtel ur data sucks de m at a point of wishing watif 	Negative
1113371389183053824	after buying a monthly data bundle why is airtel network doing me like this sob 	Negative
1113375938186809345	airtel the internet network is too sloww sob i can barely send a whatsapp 	Negative
1113381191238000641	iamatumanya airtel me too my airtel network is so poor 	None
1113386867393740807	airtel first rectify the zib wiz ur data bundles ts still wednesday 	Negative
1113392508992724993	airtel but you guys my data is depleting at an incredible rate its as if your purposely reducing it just because i havent switched to g sweatsmile 	Negative
1113400691966513154	do whatever you want in this life but please i cant stress this enough dont use airtel internet 	None
1113414760685625345	dear airtel i received mobile money from mtn on sunday received confirmation message too and even got the secret code from the sender but your agents keep saying there is no money please help 	None
1113438614854209536	airtel your network is too slow and it even becomes slower when i buy freaky friday bundles is it a punishment in disguise 	None
1113472533762912261	airtel i love them at least one enters the weekend with a smile on their face just have a problem i load mbz in two minutes youve used of your data 	None
1113503028001349632	airtel g is on and off 	None
1113504572146880512	airtel alright thanks big tym 	None
1113510002076131335	airtel you g network is shitty 	None
1113512206187024385	airtel ever since i updated to g the network became even more slow 	None
1113520336505536512	iamnasser airtel theres no g in uganda the best operator is giving us g 	None
1113522483074863105	fuck you mtn joy enough of this nonsense lemi go back to my thieves airtel imagine i bought a night shift thinking its starts right away kumbe mbu midnight what do yall think we do night dancing joy 	None
1113531657548595201	airtel your g has been wonky all day when i switch on my data it immediately shifts from g to g amp then promptly stops transmitting data 	None
1113532239172780032	airtel yaaaaayue advertise about airtel g all around the place but i couldnot access while i was in kireka this evening 	None
1113669960109297666	airtel hello good morning my airtel no is in bugolobi flats area all airtel users faces internet issues network not coming good pls can do something in this problem 	None
1113681007000129542	airtel both sometimes when we talk suddenly call drop and internet also behave same like that 	Negative
1113710011304284165	has airtel upgraded to g internet the internet is super slow 	None
1113710775011545088	airtel i think these days the g network is only in karamoja pensive i have over mbs but the things take years to load let me shift to nadunget cry disappointed worried 	None
1113724644249489408	airtel thank you for my birthday msgu put a smile on my face 	None
1113728060065492993	airtel how can i speak to a customer agent i dont get that prompt when i call 	Negative
1113749576626913280	airtel the network at night is too poor i cant even load a web page yet wen am using other netwrks its too fast 	None
1113765384891568129	bambi airtel mwetereze i load a gb and with in a minute you ive used am not even using my phone i turn it on my data is donesagala kumalako mirembe so mwetereze 	None
1113766879234076672	airtel then what will my data come back fix your network please some of us are loyal customers but your getting to our nerves 	None
1113800970549460992	airtel sort out your internet connection speed its really a mess 	None
1113829812169265152	airtel cant use your data anymoreu are robbing a local ugandan 	None
1113844909981806592	airtel denairtelug i have suffered the past two days g isnt g anymore its not even lte for a network that worked so well on netflix that i ditched my smile sim card fori cant even skype in peace now disappointed major cant wait for my monthly sub to end 	None
1113861413020274689	thanks for telling them its trash suffering the same and theyre still pushing g ads went to airtel service centre and i was never helped they should stop and leave g to mtn 	None
1113861483518144512	airtel i have an s edge samsung but sometimes you tell me to connect to internet even when i have connected and have data and otyotyo 	None
1113877687263748096	airtel ur the best service provider in the countrybig up 	None
1113883185979457541	your internet is nagging me today airtel 	None
1113885882459860993	the way airtel is consuming our data 	None
1113889680313999360	airtel well startimes isnt responding but wasting my airtime listening to the automated phone responses 	None
1113994952235724800	theres an airtel dragon swallowing our gb days in just opening fb twice airtel 	None
1113995425248423937	airtel why is ur dragon swallowing our gb days in just mins just open fb and instagram in mins used of your data 	None
1113999282548482048	sharonshwaty airtel i told you mtn is cheaper u refused nio kati suffer 	None
1114050113163362305	airtel thanks for your good services 	None
1114068099073019905	airtel bibbi mwe bring back our masappe am switching to africel for now silly 	None
1114069140946522112	airtel network for voice sucks 	Negative
1114082828814376963	airtel i paid for a weekly ott yesterday since now its not active i cant access my social media apps do u want me to use vpn or wat 	None
1114083255886782470	airtel please ur network sob we are fade up 	None
1114118806320717827	come to national library of uganda and experience airtel g speeds for smooth learning 	Positive
1114121483213840384	dear airtel my number is so sending me stupid useless messages pout sob please 	None
1114132693082619904	hi airtel the way at which your data bundles run out is alarming concerned subscriber 	None
1114142579946336256	why dont the airtel and functions on the app work they are inactive 	None
1114144941624705024	ttituskayz airtel at first they copied whatever warid telecom did now theyre copying whatever mtn is doing i doubt these guys will have full g coverage before mtn does 	None
1114161540012417025	so airtel is playing games you say transaction failed but make me pay ott without my gb if it failed everything should fail back roll back you cant even spell incorrect transaction failed with txn id the number you have entered is incorect 	None
1114164569348419584	airtel todays network is ingaha unamused 	Negative
1114178950224388097	airtel so tonight i have to postpone all my programmes because your network for services is down kyoka all my ka money is on your line 	Negative
1114182172913614856	airtel your internet is bogas 	None
1114183028828450818	airtel upgraded sim to g did not get the gb offered how so 	None
1114188571177517056	dear airtel allow me make this rant from here not dm i called customer care to sort a sim problem number was apparently deleted instead of blocking and a one simon picked please note that i have already been tossed btn service centers and i couldnt get help 	None
1114207396824518656	same exact thing has been happening to me lately my data bundle gets depleted fast and i get notifications before ive even used that much icalled customer care yesterday but wasnt helped at all airtel kindly fix whatever is going on i demand value for my money 	None
1114208632663674880	airtel you have the worst internet in ug ts off and on and you hear them yaping airtel internet is yo friend 	None
1114209991903404032	airtel stop this advert of g because many up country areas are actually not on g 	None
1114212662378889216	airtel nope even your signposts at some of district boundaries in many areas shyly omit the g zone bit of the narrative for example entering amolatar district where the speeds are at best unstable g i can mention many other districts 	None
1114222855074590720	airtel today have tried to subscribe but i get a notification that my number can not be categorized 	None
1114241276793249792	is it me or is airtel internet sadly getting worse worried 	None
1114241614627655680	airtel does your g only work in karamoja coz here in central the internet network is so poor 	None
1114258274537431042	mtn thats not true even when am not using vpn your internet is so pathetic even so how come its only with mtn airtel internet still remains stable no matter the situation 	None
1114366257090957314	airtel your cheat us data 	None
1114436037214969857	airtel just bought this card picking network but not making calls or allowing ussd bought from lira center please update me on the status and how longer i can wait 	None
1114446605745369088	airtel please do something about the network in kisaasi its too bad nothing like g thankyou 	None
1114466646318514177	network is not ok mr airtel i cant load even videos am in kampala using g network 	None
1114467946007617536	yesterday i decided to load freak friday of airtel but your network is very slow man haha imp smilingimp 	None
1114468909288251393	airtel please do something about the internet connection its too slow ill join g soon okay 	None
1114476732457922560	but airtel what is this trend of me loading my data package and three minutes later it has run out even without me using it persevere 	None
1114488181527842816	airtel is this really g speed 	None
1114509880273121281	hello airtel how come i cant subscribe for data pakalast now yet i have been using it before 	None
1114530682389389312	im sure airtel can not also respond to our queries because their network is down 	None
1114539608828710912	today airtel network has been totally disgusting and shit what has gone wrong 	None
1114540275056160768	airtel y is your network very poor 	None
1114541261732614144	esthercarol airtel network is slow and calls are jammed up 	None
1114556656170434560	airtel very slow internet connection since tuesday 	None
1114556832192835585	in the village but this airtel g network is just wow thanks to the 	None
1114566911247953921	you know net work of airtel whether calling or internet is a mess throughout 	None
1114570464905527296	mtn i dont mind you disconnecting my sims i will just get myself airtel 	Positive
1114598006249140224	this is so true airtel g has been trash airtel is lying 	Negative
1114598296436322306	airtel spicedianaug am having trouble with my connection your network is on and off g is not stable 	None
1114603115737698305	airtel is something wrong with mobile internet 	None
1114605715912560640	airtel internet is a lie especially their dont ask me to dm mwebereremu just cc mdairtelug 	None
1114607089467514880	airtel after drip dropping network pout you make me want to rethink about my loyaltyi barely ever have airtel internet whats wrongyou aint returning loyalty 	None
1114632353660403713	something is clearly wrong with airtel internet guys whats happening am struggling is this the g you keep talking about 	None
1114637700559192064	airtel i have bought gb of data and seems not loaded onto my line transaction id appreciate your prompt help 	None
1114741081806114817	airtel g internet is all over the country amp fastest in africa according to adverts but cant even show pictures in the capital city kampala but in reality no way airtel 	None
1114751729738964992	lets not lie to each other airtel internet isnt g 	None
1114757666755182592	airtel nothing freaky on the g speeds i wasted my money when nothing loads 	None
1114779881747959808	airtel even the weakest g of mobile phones has failed and now you rushing to a g router airtel why are you choking on yourselves 	None
1114795805746061313	digitaldidan airtel is just fake news 	Negative
1114802720416894978	airtel and even the bonus on airtel data recharge is no longer available please also rectify this 	None
1114828929083355136	i cant really understand the purpose of g when even g was better airtel mwetereeze 	None
1114834390327099392	thenk utalk about itthy made me buy a better phone thinking the one i had was poor for g but things worsenedtheir g is good at chewing dataperhaps thy worked on their income accumulation airtel 	None
1114835349497364480	kibaxo immediately took a screenshots of the complaintjust imagine how thy load pix u can see anything airtel wake up not only chewing our data 	None
1114838933186252800	adickrogers airtel how can a g network fail to load mere whatsapp status just regretting y i upgraded 	None
1114842116679786498	kibaxo airtel i am telling uwas blaming my phone but when i changed network things got better 	None
1114842741299716096	akramzjr airtel asin kasasiro yenyini i have a g mifi but just here in kyakiwajala i find lots of network issues 	None
1114843568689090560	airtel no thanks your net work has been the worst since last week 	None
1114849719271002112	airtel well thanks you said the sms expire at the time you loaded but its that my last subscription was at friday pm and when it was reaching the next friday my sms were cut off at a midnight please kindly sort out this issue because am always missing out my planned conversation 	None
1114876621201321986	airtel pathetic service dont respond on call dont take air tel broadband 	None
1114889855513841664	mechodu airtel all the energy in me is exhausted weary airtel yantaaama 	Negative
1114900965981868032	akramzjr airtel i think its time to move on to another network what hurts me is my data is to expire on saturday so i have to wait sob 	None
1114908896651509762	mechodu airtel rubbish network 	None
1114927130440347648	digitaldidan oke lets not discredit airtel has a nice internet may be you are still on gb 	None
1114947932841762816	airtel why is network so poor u keep advertising g wt kind of fake g is this upgrade ur services v 	None
1114957242686566401	uccofficial is it okay to sue airtel for misleading its customers with this false g network coverage allover the country campaign 	None
1114962266997366786	airtel your internet is shitty this evening what is the problem 	None
1114974106296946688	realdre airtel youre such a scam 	Negative
1114976367861542912	mufasa airtel real talk man even in kampala the network just shuts down neutralface 	None
1114994320715735045	osangirr airtel they will tell you to go to your phone network setting and change the name to airtel and apn to internet which doesnt help or theyll tell you to restart ur phone and clear cache bought gb but car even load pics 	None
1114994765957931010	jonahkirabo its the best network for businessmenmaybe you aint in serious business and thats an advert for airtel by the way the call bundles they have make our business sweeeee 	None
1114995744296046594	esthercarol airtel i thought i was alone imagine buying gb data and you cant even watch a min fb video and if god helps and it plays it keeps on buffering every second 	None
1114995809492381696	ninyemusinguzi airtel not on that mediocre internet disguised as g most of my work is online im not into calls 	None
1115113306598117377	you pay shs but you receive airtime if you want you pay kiyanjabyafura mbarara airtel 	None
1115149036003254274	airtel airtelugplease unlock our airtel money accounts were tired 	None
1115154549558398978	airtel whats up with you peoples network for fucks sake cant even load a webpage for whole minutes pout very disgruntled soon to be lost loyal customer 	None
1115155830213472256	airtel mwefuge whats wrong with your internet network 	None
1115209634049089536	airtel whats up with your networkits so bad 	None
1115214101318389761	airtel its your internet so bad and damn slowcant read mails whatsoever 	Negative
1115223007503450112	airtel am sorry but just switched to africell 	None
1115239326080806912	airtel there network in is more off than on 	None
1115241634646712321	airtel if u dont stop stealing my airtimei will borrow airtime voice bundles borrow mobile money amp throw away your sim card 	None
1115243215890919424	dear airtel just to let you know my internet experience over the last one or two weeks has been horrible for once a divorce from our nearly years marriage crossed my mind do something yours frustrated customer 	Negative
1115243655294529536	stkyamutetera airtel i had to switch back to my africel 	None
1115244408096612352	stkyamutetera airtel for some reason i think horrible isnt enough to describe how bad an experience its to have airtel as your only isp choice 	Negative
1115256978807382017	airtel why am i ineligible to use data my pakalast yet i have always been using it for the past months 	Negative
1115260869200445440	but airtel yall need to redefine the meaning of the term g in your promos and adsthis shit is wicked slow asf joy lol 	Negative
1115284392430141440	airtel this is the data from my not working router that stopped a couple of hours ago i have restarted it multiple times to no avail i have sufficient data on it leveraging tugabane from my primary number could that be the problem 	Negative
1115308636379729922	airtel style up your game 	None
1115320187207729155	stkyamutetera airtel adding my voice to this ever since i switched to g the internet has been a nightmare 	None
1115321289852452864	mtn is this a selective process for particular mtn subscribers because some of my siblings havent received your verification messages and these are fully functional lines why are you saying its a ucc directive when airtel hasnt given us deadlines 	None
1115327705300525058	airtel seriously whats happening to the network connection its on and off i thought it was just me but then my friends also having the same problem thinking 	None
1115338509664051201	airtel why is it that i cant access this service 	None
1115349471360094208	arinaitwelyoses airtel joy atleast you i lost g access in my home cant access g any more except outside the gate very weird 	None
1115354594266238977	airtel yes its true since i bought g tablet im enjoying airtel internet better than before but youre wifi device bettery is weak mine died within months and there is no way to get new one its sucks me if any possibility kindly let me know regards 	None
1115365816441163785	airtel this is how your network is in reality compared to your lies and most annoying it will then show that its depleted before even expiry weary 	None
1115450110161321984	airtel please fix your internet this no connection business that keeps happening every minutes is frustratingisnt g supposed to be better than g where is my g experience impossible to get any work done with this sort of internet sweat tia 	None
1115452183288401920	airtel how do i go back to my g lineseems i was better off with it than ur g lies in luwero cant even load pics on twitter cant even attach kbs doccuments on mail and guess what gb is depleted like that what is the robbery all about 	None
1115491669418434560	but you people on airtel how do you do it small small loading of a bundle takes them days takes their system 	None
1115492343371661312	airtel the data network is totally down and i cant subscribe to data bundles using airtel money 	None
1115493589482659840	airtel network has become so bad lately dropped calls many poor network zones slow internet even on g somethings def not right 	Negative
1115500045858758657	eroquezan airtel mweddeko is it still raining where your engineers operate hence their inability to resolve this 	None
1115504600663166976	stkyamutetera airtel what the hell i actually thought my kid neighbour i was sharing wifi was misusing data so we had to severe ties kumbe all along its airtel please refund my i have loaded my weekly bundle in space of days why 	None
1115511959716335616	airtel i sent u a message and told you about the internet network problem for the last weeks now in some areas of namasuba and most parts of kla and wakiso no more g network is toooooooo slow to upload a kb image 	None
1115524755149467649	drwatooro airtel this one will expire before u use half of it slow is its other name satisfied 	None
1115530368550088704	airtel stan airtel surely is a disappointment with its g network you have full bars and the best you can archieve is not even mbps sometimes the data even expires without being used and when you call customer care they ask you to restart your phone imagine persevere 	None
1115533429897093120	airtel why is it that my monthly data runs so fast like cheetah and freakyfridaybundles take forrever to us thinking 	None
1115534623608414208	lumaatic airtel the thought will have counted but my speeds are okay no complaints about that 	None
1115547847615700992	airtel still waiting for your response but all in vain 	None
1115551727435091969	dear airtel yo services aint available in g town and vicinity all i am receiving is emergency what befell the hyped g cc uccofficial 	None
1115551797366730752	airtel what do you guys mean when a customer cant access the data pakalast option 	None
1115552729261383680	airtel has the worst network in the world these days 	None
1115553399129481221	airtel why are you cheating our data tho i actually thought my kid neighbour i was sharing wifi was misusing data so we had to severe ties kumbe you are the problem please refund my i have loaded my weekly bundle in space of days why 	None
1115555589042651141	airtel you are just a bunch of bums unamused 	None
1115564331398311936	airtel everything calling internet even sending a mere text message is a tag of war are you punishing us for not swapping our cards 	Negative
1115573191412469760	airtel i normally subscribe to the weekly gb bundle however for the last days honestly even before i have done anything with my data i see warning i had to reload data and this got done the next day meaning i have used gbs in days so only today i see its a general problem 	None
1115575331354705920	airtel guess what am switching to another networker mtn here i come 	None
1115587588939710464	airtel how come you havent given me free data that you normally give when someone upgrades hisher line to g yet i have a g enabled phoneplease clarify 	None
1115599871417782272	airtel internet sucks mbu g we r actually on g but ud think im in some random village 	None
1115604231182925831	airtel nabikoowa when i get disturbed i switch network africell is the real g is this thing 	None
1115636896267493376	airtel crispusmagara dont act like you dont know already fix the problem or another service provider will help us fix it 	None
1115643007792033795	cssendiwala africell its better than fake airtel network which cant even download simple whatsapp images 	Negative
1115657445911728128	airtel data is a scum thieves just 	None
1115674343814594562	airtel bye to your network then muwedde wave 	Negative
1115678149138886656	airtel is airtel money working my transactions are hanging 	None
1115706987147341824	i hate complaining about low quality services especially in this era of countless choices i cant seem to walk away from airtel thoughfix your internet guys my next pay check depends on the effectiveness of your internet side note internet rage is a thing people sweat grimacing 	None
1115739484316819456	airtel gad damn useless network you blocked my number for no good reason 	Negative
1115834160747294722	airtel dear airteldo we always have to go public when our data is used up in seconds with no explanation and please dont give that crappy answer of background data i cant possibly load gb and its done in minutes seriously 	None
1115838048850386945	mehn i just dont know why am still using airtel internet 	None
1115848803683270657	good morning airtel today makes day without this issue being resolved i dont even know what a little more patient means 	None
1115872483436048384	so airtel is actually going to ignore our tweets rather than come out and address the internet issues they would rather keep quiet what a joke of brand that talks about itself having values and commitments to customers 	None
1115878947282145282	thank you dfcugroup and airtel for thinking about me birthday wishes well received 	None
1115884012978024449	airtel why do you chop data someone has not even touched 	None
1115884759467610112	airtel respond to our queries on time and not ignore others 	None
1115885468661448704	dfcugroup airtel thank you 	None
1115893005939093505	airtel this lie is too much u cant just waste someones time upgrading to g and u dont give them the data u promised been a month 	None
1115909956379860992	airtel give me a number to call seeing as you have decided to just ignore me on here 	None
1115912652440600577	ssmusoke airtel see an issue that they promised to resolve on monday now suddenly theyre mute 	None
1115916695619678208	stkyamutetera airtel airtel am done our relationship was nice in the beginning however i must call it quits now how do you guys account my data usage of gb loaded at am today and its no more adieus 	None
1115917641489760256	airtel why is it impossible to make voice calls in g 	None
1115932996530581504	airtel the link provided still has issues any update on this 	None
1115945032534700032	during we used to load amp being given but in usage example i call when call minutes and seconds my account remains with minutes and seconds but airtel once a minute is used its done plz airtel improve that 	None
1115953446006472704	airtel g only mode voice calls not supported is the alert i get 	None
1115970603956285440	dahgasha airtel thanks for adding to my voice i have called them teicw and their response is very disatisfactory to say the least 	None
1115978131351986176	isnt g meant to be the superfast airtel what is not happening it feels like the g symbol on my device is a hoax 	None
1115990350672334848	clarakansiime airtel usually stanfrom twitter is super fast and helpfulhe must be overwhelmed or equally struggling with bad internet like the rest of us calling their service centre is a total wastage of timeenergy 	Negative
1116042880697667584	we recently migrated to the much advertised g network and i must say it is too slow and frustrating when surfing the internet and we deserve an explanation for having lied us and we came with a lot of excitement only to discover this is not the case as advertised airtel 	Negative
1116053943036125184	airtel the network was very fast for a couple of days after upgrading to g and a week later it become too slow to extent that i just decided to put on halt using social media for a while 	Negative
1116069451257061376	airtel come to explain to me where my data is going btw not only me 	Negative
1116078971265933313	airtel these prepaid complaints loss just 	None
1119799473985806336	airtel u guys i appreciate all your services buh i renewed my line days back n up to now u ve not activated it n uk reaching u guys aint easy 	None
1119841766495129601	ever since g was introduced everywhere in ug airtel network became shampampty pout how can someone in kabale complain about my network who is in kisasi 	None
1119864033002360832	i thought the bad network was only in my kla kafunda but boom collision its everywhere airtel mwedeko and dont inbox me asking me for my location again i will tell my grandma to send you a speech am sure that wouldnt make a good bio blush 	None
1119895976846745600	airtel money is becoming a problem to us and t cnt b trusted smone sent money accidentally ad hasnt called but instead airtel has locked my account ad my business is in losses uccofficial 	None
1119933602232451072	airtel your network is more useless than ashley young 	None
1119934501222801409	barely out of the city but airtel internet is also on easter holiday 	Negative
1119955963430297601	am back to my mtn internet i cant keep straining my head with this airtel g crawling internet 	Negative
1120003317709590529	airtel you ad of g network is mere puff tried using your internet today and its worst someone should sue u for misrepresentation 	Negative
1120003583007526913	i think airtel supports manutd coz as soon as it looses internet goes down pointdown 	Negative
1120028129614073856	airtel freaky friday is the lack of connectivity intentionalmine expires before significant usage i can barely use the internet 	Negative
1120029367994867712	airtel my freaky friday bundles about to expire when i have barely used the internet connectivity is always downeven for a simple google search 	Negative
1120036401351921665	africell hw fast can i get yo sim card coz these airtel guys are fake no g and the network is off and on 	Negative
1120049651518976000	airtel u guys have the worst network ever 	None
1120051258860154882	airtel so whats the purpose of giving us mbs yet u kno we cant use them at allthugs just 	Negative
1120054889609080835	airtel its time to give up with your networkits slow as fuck 	None
1120074701798297601	airtel when this bundle of my internet expires i wont be buying more from you in fact i regret the airtime on the line i could have put it on another line where internet works 	Negative
1120188060833144832	airtel for years ive been with you accepted your poor network lived with your annoying slow internet and unreliable connectivity but u mercilessly disconnect my no without warning during non working period just for having linesthats poor of you 	Negative
1120253469326237696	whats wrong with airtel internet today just too slow 	Negative
1120272980314030081	day of my mobile money account being locked by airtel for someone elses mistake of sending money to the wrong number freaking days of promisesliesdms complaint numbers and what nots 	None
